INFO 2024-01-04 13:39:33,493 autoreload 23152 29100 Watching for file changes with StatReloader
INFO 2024-01-07 15:02:21,414 basehttp 33464 38476 "GET / HTTP/1.1" 200 308
WARNING 2024-01-07 15:02:22,756 log 33464 38476 Not Found: /favicon.ico
WARNING 2024-01-07 15:02:22,756 basehttp 33464 38476 "GET /favicon.ico HTTP/1.1" 404 2763
INFO 2024-01-07 15:02:24,202 basehttp 33464 38476 "GET /admin HTTP/1.1" 301 0
INFO 2024-01-07 15:02:24,266 basehttp 33464 38476 "GET /admin/ HTTP/1.1" 200 5753
INFO 2024-01-07 15:02:24,405 basehttp 33464 25560 "GET /static/admin/img/icon-deletelink.svg HTTP/1.1" 200 392
INFO 2024-01-07 15:02:24,409 basehttp 33464 38476 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 380
INFO 2024-01-07 15:02:27,315 basehttp 33464 38476 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 31266
INFO 2024-01-07 15:02:27,335 basehttp 33464 38476 "GET /static/css/audit_graduate.css HTTP/1.1" 304 0
INFO 2024-01-07 15:02:27,358 basehttp 33464 38476 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:02:27,387 basehttp 33464 38476 "GET /static/js/audit_graduate.js HTTP/1.1" 304 0
INFO 2024-01-07 15:11:14,812 autoreload 33464 31892 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\admin.py changed, reloading.
INFO 2024-01-07 15:11:15,722 autoreload 15132 28352 Watching for file changes with StatReloader
INFO 2024-01-07 15:12:02,761 basehttp 15132 36704 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 32033
INFO 2024-01-07 15:12:02,803 basehttp 15132 36704 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:12:16,710 autoreload 15132 28352 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\admin.py changed, reloading.
INFO 2024-01-07 15:12:17,573 autoreload 34604 27180 Watching for file changes with StatReloader
INFO 2024-01-07 15:12:18,320 basehttp 34604 38280 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 32033
INFO 2024-01-07 15:12:18,348 basehttp 34604 38280 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:12:23,038 autoreload 25656 28816 Watching for file changes with StatReloader
INFO 2024-01-07 15:12:23,624 basehttp 25656 36916 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 32033
INFO 2024-01-07 15:12:23,651 basehttp 25656 36916 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:12:24,766 basehttp 25656 36916 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 32033
INFO 2024-01-07 15:12:24,788 basehttp 25656 36916 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:13:16,736 autoreload 25656 28816 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\admin.py changed, reloading.
INFO 2024-01-07 15:13:17,596 autoreload 40940 38880 Watching for file changes with StatReloader
INFO 2024-01-07 15:13:29,085 autoreload 40940 38880 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\admin.py changed, reloading.
INFO 2024-01-07 15:13:29,849 autoreload 31308 36928 Watching for file changes with StatReloader
INFO 2024-01-07 15:13:35,212 autoreload 31308 36928 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\admin.py changed, reloading.
INFO 2024-01-07 15:13:36,050 autoreload 10068 32860 Watching for file changes with StatReloader
INFO 2024-01-07 15:13:40,238 autoreload 14480 8784 Watching for file changes with StatReloader
INFO 2024-01-07 15:13:40,491 basehttp 14480 37904 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 32034
INFO 2024-01-07 15:13:40,523 basehttp 14480 37904 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:14:26,787 basehttp 14480 37904 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 32034
INFO 2024-01-07 15:14:26,816 basehttp 14480 37904 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:14:31,893 autoreload 10028 33088 Watching for file changes with StatReloader
INFO 2024-01-07 15:14:32,411 basehttp 10028 31384 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 32034
INFO 2024-01-07 15:14:32,435 basehttp 10028 31384 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:14:33,869 basehttp 10028 31384 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 32034
INFO 2024-01-07 15:14:33,891 basehttp 10028 31384 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:15:40,206 autoreload 29604 30560 Watching for file changes with StatReloader
INFO 2024-01-07 15:15:40,790 basehttp 29604 33516 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 32034
INFO 2024-01-07 15:15:40,820 basehttp 29604 33516 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:16:07,235 autoreload 29604 30560 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\admin.py changed, reloading.
INFO 2024-01-07 15:16:08,046 autoreload 14480 39704 Watching for file changes with StatReloader
INFO 2024-01-07 15:16:12,386 autoreload 14480 39704 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\admin.py changed, reloading.
INFO 2024-01-07 15:16:13,273 autoreload 33768 36212 Watching for file changes with StatReloader
INFO 2024-01-07 15:16:13,672 basehttp 33768 31048 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 31960
INFO 2024-01-07 15:16:13,702 basehttp 33768 31048 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:16:24,878 autoreload 33768 36212 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\admin.py changed, reloading.
INFO 2024-01-07 15:16:25,761 autoreload 40936 21492 Watching for file changes with StatReloader
INFO 2024-01-07 15:16:47,000 basehttp 40936 38756 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 31960
INFO 2024-01-07 15:16:47,032 basehttp 40936 38756 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:16:52,427 autoreload 32668 34292 Watching for file changes with StatReloader
INFO 2024-01-07 15:16:54,595 basehttp 32668 34116 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 31960
INFO 2024-01-07 15:16:54,619 basehttp 32668 34116 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:16:56,373 basehttp 32668 34116 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 31960
INFO 2024-01-07 15:16:56,395 basehttp 32668 34116 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:17:24,129 autoreload 36972 29108 Watching for file changes with StatReloader
INFO 2024-01-07 15:17:25,674 basehttp 36972 17356 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 31960
INFO 2024-01-07 15:17:25,696 basehttp 36972 17356 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:17:47,018 basehttp 36972 17356 "GET /admin/ HTTP/1.1" 200 5753
INFO 2024-01-07 15:17:48,704 basehttp 36972 17356 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 31960
INFO 2024-01-07 15:17:48,735 basehttp 36972 17356 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:17:56,962 basehttp 36972 17356 "GET / HTTP/1.1" 200 308
INFO 2024-01-07 15:17:59,629 basehttp 36972 17356 "GET /admin/ HTTP/1.1" 200 5753
INFO 2024-01-07 15:18:02,212 basehttp 36972 17356 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 31960
INFO 2024-01-07 15:18:02,238 basehttp 36972 17356 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:18:04,162 basehttp 36972 17356 "POST /change_audit_status/ HTTP/1.1" 200 58
INFO 2024-01-07 15:18:32,310 autoreload 40112 34860 Watching for file changes with StatReloader
INFO 2024-01-07 15:18:32,814 basehttp 40112 17972 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 31960
INFO 2024-01-07 15:18:32,847 basehttp 40112 17972 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:18:41,994 basehttp 40112 17972 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 31960
INFO 2024-01-07 15:18:42,023 basehttp 40112 17972 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:19:03,691 autoreload 30132 39428 Watching for file changes with StatReloader
INFO 2024-01-07 15:19:04,807 basehttp 30132 38212 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 31960
INFO 2024-01-07 15:19:04,879 basehttp 30132 38212 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:19:10,443 basehttp 30132 38212 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 31960
INFO 2024-01-07 15:19:10,473 basehttp 30132 38212 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:20:17,983 autoreload 28816 28740 Watching for file changes with StatReloader
INFO 2024-01-07 15:20:57,265 autoreload 28816 28740 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\admin.py changed, reloading.
INFO 2024-01-07 15:20:58,027 autoreload 24716 26816 Watching for file changes with StatReloader
INFO 2024-01-07 15:21:31,741 basehttp 24716 40504 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 33376
INFO 2024-01-07 15:21:31,798 basehttp 24716 40504 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:21:44,508 basehttp 24716 40504 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 33376
INFO 2024-01-07 15:21:44,551 basehttp 24716 40504 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:21:49,599 autoreload 17492 39200 Watching for file changes with StatReloader
INFO 2024-01-07 15:21:50,433 basehttp 17492 32704 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 33376
INFO 2024-01-07 15:21:50,480 basehttp 17492 32704 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:21:52,025 basehttp 17492 32704 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 33376
INFO 2024-01-07 15:21:52,052 basehttp 17492 32704 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:22:22,415 basehttp 17492 32704 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 302 0
INFO 2024-01-07 15:22:22,469 basehttp 17492 32704 "GET /admin/login/?next=/admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 2288
INFO 2024-01-07 15:22:22,786 basehttp 17492 32704 "GET /static/admin/css/login.css HTTP/1.1" 200 958
INFO 2024-01-07 15:22:24,771 basehttp 17492 32704 "POST /admin/login/?next=/admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 302 0
INFO 2024-01-07 15:22:24,795 basehttp 17492 32704 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 33376
INFO 2024-01-07 15:22:24,830 basehttp 17492 32704 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:23:16,742 autoreload 38520 14100 Watching for file changes with StatReloader
INFO 2024-01-07 15:23:18,343 basehttp 38520 35028 "GET / HTTP/1.1" 200 308
WARNING 2024-01-07 15:23:19,796 log 38520 35028 Not Found: /favicon.ico
WARNING 2024-01-07 15:23:19,796 basehttp 38520 35028 "GET /favicon.ico HTTP/1.1" 404 2763
INFO 2024-01-07 15:23:25,970 basehttp 38520 40288 "GET /admin/ HTTP/1.1" 200 5753
INFO 2024-01-07 15:23:27,847 basehttp 38520 40288 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 33376
INFO 2024-01-07 15:23:27,905 basehttp 38520 40288 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:23:32,763 autoreload 38520 14100 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\admin.py changed, reloading.
INFO 2024-01-07 15:23:33,594 autoreload 1940 38088 Watching for file changes with StatReloader
INFO 2024-01-07 15:23:33,906 basehttp 1940 39424 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 33303
INFO 2024-01-07 15:23:33,937 basehttp 1940 39424 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:23:36,994 autoreload 1940 38088 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\admin.py changed, reloading.
INFO 2024-01-07 15:23:37,810 autoreload 40840 41820 Watching for file changes with StatReloader
INFO 2024-01-07 15:23:38,795 basehttp 40840 35372 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 33376
INFO 2024-01-07 15:23:38,818 basehttp 40840 35372 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:24:04,798 autoreload 40840 41820 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\admin.py changed, reloading.
INFO 2024-01-07 15:24:05,553 autoreload 36724 25404 Watching for file changes with StatReloader
INFO 2024-01-07 15:24:08,556 basehttp 36724 26676 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 33454
INFO 2024-01-07 15:24:08,580 basehttp 36724 26676 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:24:21,413 basehttp 36724 26676 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 33454
INFO 2024-01-07 15:24:21,443 basehttp 36724 26676 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:24:22,176 basehttp 36724 26676 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 33454
INFO 2024-01-07 15:24:22,202 basehttp 36724 26676 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:24:29,333 basehttp 36724 26676 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 33454
INFO 2024-01-07 15:24:29,363 basehttp 36724 26676 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:24:38,821 autoreload 36724 25404 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\admin.py changed, reloading.
INFO 2024-01-07 15:24:39,712 autoreload 12164 20344 Watching for file changes with StatReloader
INFO 2024-01-07 15:24:39,941 basehttp 12164 2196 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 33455
WARNING 2024-01-07 15:24:39,979 basehttp 12164 2196 "GET /static/csss/audit_graduate.css HTTP/1.1" 404 1828
INFO 2024-01-07 15:24:40,130 basehttp 12164 41696 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:24:43,150 autoreload 12164 20344 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\admin.py changed, reloading.
INFO 2024-01-07 15:24:43,984 autoreload 3704 29416 Watching for file changes with StatReloader
INFO 2024-01-07 15:24:44,433 basehttp 3704 4316 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 33454
INFO 2024-01-07 15:24:44,453 basehttp 3704 4316 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:24:48,780 basehttp 3704 4316 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 33454
INFO 2024-01-07 15:24:48,799 basehttp 3704 4316 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:24:55,440 basehttp 3704 4316 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 33454
INFO 2024-01-07 15:24:55,461 basehttp 3704 4316 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:27:23,736 autoreload 39620 30404 Watching for file changes with StatReloader
INFO 2024-01-07 15:27:50,692 autoreload 26364 32884 Watching for file changes with StatReloader
INFO 2024-01-07 15:28:00,158 autoreload 26364 32884 D:\aItems\2024-01-02-副业-学校管理科邮件发送\collectAndSendEmailAdmin\collectAndSendEmailAdmin\settings.py changed, reloading.
INFO 2024-01-07 15:28:00,949 autoreload 32256 33960 Watching for file changes with StatReloader
INFO 2024-01-07 15:28:04,312 basehttp 32256 34572 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 33454
INFO 2024-01-07 15:28:04,345 basehttp 32256 34572 "GET /admin/jsi18n/ HTTP/1.1" 200 8603
INFO 2024-01-07 15:28:08,973 basehttp 32256 34572 "GET /admin/collectAndSendEmailAdmin/graduate/ HTTP/1.1" 200 33454
